time step, x, y
1400.0,4.704831570772597,0.00706333214175947
1500.0,4.950904935317858,0.005685195220616114
1600.0,5.183943175279071,0.004599508425461639
1700.0,5.4038472496194085,0.0028111884065318282
1800.0,5.608726032676036,0.0015134005870213185
1900.0,5.799475566762072,-0.000387979420131912
2000.0,5.975199809564508,-0.0017988272278770536
2100.0,6.135898761083075,-0.002719142836644428
2200.0,6.28147338028133,-0.004144009595779208
2300.0,6.412022708195827,-0.005078344155947323
2400.0,6.528442787139894,-0.006616270903316845
2500.0,6.629936615836708,-0.0066685821016956295
2600.0,6.718296278912763,-0.007423526523860802
2700.0,6.794714941791152,-0.006989978506846794
2800.0,6.859093563435142,-0.006363021400655367
2900.0,6.912427227194681,-0.005641696241441507
3000.0,7.294020663419821,0.0016005016291579244
100.0,0.801931140317151,-0.00533349693187149
200.0,1.5980355224688088,-0.014915392300880669
300.0,2.3863568978489296,-0.029828779542821638
400.0,3.1618157005027645,-0.04828536066379463
500.0,3.9225396571303417,-0.07336646535907126
600.0,4.666446556166462,-0.10315783267545894
700.0,5.391622136657715,-0.13974167417839364
800.0,6.096068162345081,-0.18320196517404191
900.0,6.779742645575137,-0.2325395875327953
1000.0,7.4406893377419445,-0.2888376346904432
1100.0,8.0789082388454,-0.35209610664710383
1200.0,8.6933162554497,-0.4203587547965062
1300.0,9.28499648099064,-0.4955818277448079
1400.0,9.853864940162042,-0.5757670892326496
1500.0,10.398922514834403,-0.6609565269133422
1600.0,10.922125453613761,-0.7500670473507502
1700.0,11.42243265071741,-0.84214152006868
1800.0,11.899886093798546,-0.9381790631966362
1900.0,12.356358056157033,-1.0350983470392383
2000.0,12.789892289186616,-1.1339824650328576
2100.0,13.203444159623507,-1.2337063360880205
2200.0,13.593974325425297,-1.3333968050345009
2300.0,13.965437271457748,-1.4318868031305367
2400.0,14.314793655678658,-1.5283031752055516
2500.0,14.644041714347393,-1.6225619459534788
2600.0,14.954180565593346,-1.7146211277210122
2700.0,15.245210209416973,-1.80448072050836
2800.0,15.517046670511876,-1.8901424880564
2900.0,15.771688185137393,-1.9715224550583823
3000.0,17.84594797807483,-2.7200892933584035
100.0,0.13781803818991015,-0.00043399247136513726
200.0,0.2725429726853764,-0.0015257915509424775
300.0,0.4042867718728265,-0.002281685469915751
400.0,0.5329374673658328,-0.0036953859971012304
500.0,0.6597127077073096,-0.0038914379814341954
600.0,0.7853822678925512,-0.004969233347815114
700.0,0.9090644045393328,-0.005823091940560757
800.0,1.0327465411859138,-0.006676950533055018
900.0,1.156428677832695,-0.007530809125800675
1000.0,1.2799988460925462,-0.009378379487763572
1100.0,1.4046746945084576,-0.01034420646720116
1200.0,1.5293505429245438,-0.011310033447116093
1300.0,1.655132071496716,-0.011394117044279785
1400.0,1.7808016316819577,-0.012471912410660702
1500.0,1.9094523271749384,-0.013885612938072113
1600.0,2.038214991054624,-0.014305601696240844
1700.0,2.1699587902423256,-0.015061495615013631
1800.0,2.303690012968461,-0.016041326307647624
1900.0,2.4394086592330058,-0.01724509377436878
2000.0,2.5782204091922467,-0.017791054632677217
2100.0,2.721007006228381,-0.018784889038482244
2200.0,2.8678804187284284,-0.019232885222805085
2300.0,3.0177349665363287,-0.02001678656817124
2400.0,3.1726700415771574,-0.020366818078734472
2500.0,3.3325736754644115,-0.02127669152398892
2600.0,3.4965641248153263,-0.021640726747961747
2700.0,3.66552313301258,-0.022564603906387204
2800.0,3.8395626684429867,-0.023054611230035216
2900.0,4.017689019337282,-0.022998780332427027
3000.0,6.288838488120987,-0.015246977712843448
100.0,0.4864713872921381,-0.0016091444890167436
200.0,0.9529472452264246,-0.0021325607940796128
300.0,1.3982249677049354,-0.0034553851368275545
400.0,1.821518009409156,-0.0034844509066278284
500.0,2.2216237642415484,-0.0041048943247025136
600.0,2.5976516716883804,-0.0042181244889631375
700.0,2.948607156041913,-0.0037201262041626775
800.0,3.2755888082044238,-0.0017203389569329095
900.0,3.577394022078895,-0.00010389896900753204
1000.0,3.856115964275981,0.0019157390783540726
1100.0,4.110760059087782,0.0044425903799583675
1200.0,4.3423208822223325,0.007372639741213161
1300.0,4.553782160804067,0.010393841578080043
1400.0,4.745247910027836,0.014500771598912663
1500.0,4.919493826628684,0.017392232803846386
1600.0,5.078821107607014,0.021843921927638617
1700.0,5.2260054496981,0.02555464197040125
1800.0,5.364030580026277,0.028212347348333663
1900.0,5.496192271300154,0.03248871960204158
2000.0,5.624271644546571,0.036186576925812175
2100.0,5.753345593501276,0.03978041905519303
2200.0,5.8863978452885855,0.04295820040615761
2300.0,6.027510717935933,0.0462984359084172
2400.0,6.178777378054226,0.050587670880914426
2500.0,6.343181552768144,0.05551385973981382
2600.0,6.524701544910086,0.06066094170694869
2700.0,6.7263210816048,0.06571687119801906
2800.0,6.948248193241315,0.07267079962980316
2900.0,7.194461182652573,0.08110666622384921
3000.0,11.632652781644234,0.2745164142689676
100.0,0.8113697824447672,-0.00201894419600232
200.0,1.6067833529019429,-0.0052208080905143395
300.0,2.3853173806037193,-0.01067678741386252
400.0,3.1429088800721847,-0.017685348841474713
500.0,3.878560588057821,-0.026320424854643757
600.0,4.5902779780623355,-0.0367298804153296
700.0,5.2789843808539105,-0.04784251979363413
800.0,5.941835871647142,-0.06187466693095284
900.0,6.5796818487288276,-0.07675786284821551
1000.0,7.192670177061361,-0.09448663404333812
1100.0,7.780652991682349,-0.11306645401840465
1200.0,8.345772684052672,-0.1343439843090144
1300.0,8.8869580584419,-0.15739589414748126
1400.0,9.405206378099216,-0.1821482510525372
1500.0,9.902660034485306,-0.21044771656036546
1600.0,10.378247831869944,-0.2413709599028093
1700.0,10.834038229232759,-0.2757673793666279
1800.0,11.270954557341476,-0.3125657792218429
1900.0,11.689144681158831,-0.3537606859665725
2000.0,12.089457998971383,-0.3972836406214224
2100.0,12.4731135714721,-0.44605250045255374
2200.0,12.839889601217209,-0.497075475712765
2300.0,13.19093121641841,-0.5522731604189229
2400.0,13.527161747843635,-0.6105743588409193
2500.0,13.84765786472509,-0.673050266709194
2600.0,14.153195032868238,-0.7366351617945892
2700.0,14.44399504971669,-0.8043208338451167
2800.0,14.719762185345926,-0.8721182298637855
2900.0,14.98071823719918,-0.9430191395981792
3000.0,17.032475078010258,-1.6753318229409573
100.0,0.9968385995974756,-0.003131509656242523
200.0,1.9686952470229528,-0.007212790695775545
300.0,2.913647367813373,-0.01431838100284326
400.0,3.828659136852848,-0.023562975056457297
500.0,4.712731276054536,-0.03498456371228453
600.0,5.564864507331466,-0.048621137825428096
700.0,6.384097543452216,-0.065509966337949
800.0,7.169355124618951,-0.0836904839317077
900.0,7.9206372508320095,-0.10316269060657762
1000.0,8.638981191033452,-0.12488787359408993
1100.0,9.323311685425775,-0.14690546757586498
1200.0,9.974666002951166,-0.1701767597835432
1300.0,10.5950047089281,-0.1936264904192744
1400.0,11.186326359530186,-0.2171786777727518
1500.0,11.748554973047106,-0.23883476567002934
1600.0,12.284764365449725,-0.2604793377189613
1700.0,12.797876389288172,-0.279999865179628
1800.0,13.290926869678463,-0.29828165357324066
1900.0,13.765914362794518,-0.3152487211889113
2000.0,14.227797268214946,-0.32971183566339723
2100.0,14.677650845737686,-0.3436315623146061
2200.0,15.120395504086256,-0.3548193906927747
2300.0,15.559105059231973,-0.3651599044051717
2400.0,15.996777345435508,-0.3745391308861553
2500.0,16.437371484188944,-0.3818058286272281
2600.0,16.88292402252155,-0.3878832940049225
2700.0,17.337394081925293,-0.3916202855109728
2800.0,17.801856922197906,-0.3949773684636361
2900.0,18.280233673976145,-0.3958040232681297
3000.0,24.750387734693433,-0.2769115063361134
100.0,0.7380421102298098,0.0013577656687478485
200.0,1.474084301458894,0.002733531094611984
300.0,2.2041357355649795,0.005163255291727523
400.0,2.9281784127909534,0.006647019259596036
500.0,3.642230494892588,0.009220741512606457
600.0,4.346291981870227,0.012884422050983071
700.0,5.038344954965801,0.015656141631232114
800.0,5.716389495179262,0.017553900010122678
900.0,6.378443683266663,0.020595615945158883
1000.0,7.024489519471223,0.02278137043606657
1100.0,7.652527084792334,0.024129163239619958
1200.0,8.261565419608473,0.025647953734680703
1300.0,8.850595564540438,0.026346782299617136
1400.0,9.41962651946695,0.027225608434449558
1500.0,9.967649325009264,0.027293472517542203
1600.0,10.494663981167262,0.026550374548896097
1700.0,11.00067948781968,0.02599627402875894
1800.0,11.484695885465918,0.025640170835634062
1900.0,11.94670417422782,0.024482105469154983
2000.0,12.38671335398366,0.023522037429800833
2100.0,12.805714384355188,0.021751007338594263
2200.0,13.201716346220405,0.020186974453012943
2300.0,13.575719199079671,0.01882093889432815
2400.0,13.928713902554625,0.01664394128390459
2500.0,14.259718496902016,0.015664900500855727
2600.0,14.568714982365186,0.013883897544451629
2700.0,14.856712318322428,0.012291892036559532
2800.0,15.121710585773355,0.010906883734179
2900.0,15.366700663340339,0.008701913501558384
3000.0,16.75065361159709,-0.002753958842758336
100,0.6337556504500731,0.0019430704181804261
200,1.248485006543686,0.003897234339425827
300,1.843137443407852,0.006809163499841439
400,2.418711609347285,0.01073083446793345
500,2.974260832625653,0.01461162237070371
600,3.5107837615477866,0.018503503776550717
700,4.027177794671974,0.024351798726167582
800,4.525596158312789,0.029264515442977118
900,5.0039376027242835,0.03513499739873571
1000,5.465198072820117,0.042119174299392416
1100,5.907484225128106,0.04811579639852037
1200,6.330692106511253,0.05512216030520534
1300,6.736870990147238,0.06224357085218867
1400,7.122972954553791,0.07032274663811527
1500,7.491099249477199,0.07746634419124637
1600,7.838149976866447,0.08551573041504146
1700,8.166226386467963,0.09257756183731376
1800,8.472228580230492,0.100493205361738
1900,8.757259159596188,0.10731734094787188
2000,9.019268851387046,0.1139446637627291
2100,9.260254952212227,0.12047912694399138
2200,9.478220165462558,0.126816777354204
2300,9.674215116011244,0.13201094325727358
2400,9.849186475594381,0.13711224952652698
2500,10.003134244211738,0.14212069616195255
2600,10.13716102330527,0.1450909631226419
2700,10.253108179778547,0.14912294845961555
2800,10.353128939946398,0.1513246603958539
2900,10.438117998976416,0.15374537210917028
3000,10.91210101418976,0.16639848592345385
100,0.8110026819105252,0.0021563705813851253
200,1.606899443212871,0.005213386812319559
300,2.386547076862124,0.011092786878002496
400,3.1460291713070987,0.01850549337040408
500,3.8844213250457376,0.026381234425724875
600,4.599655929530872,0.03557147636489455
700,5.290735648079608,0.0460032840065896
800,5.956663144008697,0.05760372216957493
900,6.597438417318226,0.07037279085431257
1000,7.212064131325308,0.08423755487925222
1100,7.800613221210695,0.0982006775615693
1200,8.363012751793518,0.11325949558419345
1300,8.89933565825475,0.12841667226431694
1400,9.409581940594519,0.14367220760172114
1500,9.894676000314758,0.16009637346042396
1600,10.354690772596436,0.17669183315773107
1700,10.789626257439798,0.19345858669331886
1800,11.199482454844604,0.2103966340673975
1900,11.585329636675215,0.2265815737780623
2000,11.946097531067391,0.2429378073271129
2100,12.282856409885024,0.2585409332127248
2200,12.595606273128595,0.2733909514347043
2300,12.88527152229967,0.28855813385727136
2400,13.151000691077531,0.3019748719335035
2500,13.393718180964123,0.3147114375271917
2600,13.614421328642695,0.32684076581945765
2700,13.814107470796035,0.3384357919917299
2800,13.992776607424036,0.34949651604365994
2900,14.151499010391172,0.3590985364735781
3000,14.957711726200992,0.4130434793925777
100,0.6106099718479173,0.02807957050658436
200,1.203613899036627,0.06564740700107483
300,1.7763424136684345,0.11027977785031727
400,2.3289441664436854,0.16098779328857216
500,2.8604302675965454,0.21762280261536365
600,3.368971588294965,0.2788986146642364
700,3.854865429939722,0.34283744990314924
800,4.317271553464991,0.4083017678658361
900,4.755201069104771,0.4751429178521415
1000,5.168951278259653,0.5413831203297655
1100,5.558670831629852,0.6060334855330644
1200,5.923222188749168,0.6699342525274138
1300,6.263051301718242,0.7301187520151906
1400,6.577860869136836,0.7885647635279414
1500,6.8680968431054685,0.8423056177680256
1600,7.132473032457853,0.8931704435671719
1700,7.373264518126298,0.9394787627936948
1800,7.589333759644647,0.9820708145134368
1900,7.781818297479037,1.020106359660668
2000,7.951707021395693,1.0537340489355769
2100,8.099988821160562,1.0831025330386568
2200,8.227503935839259,1.1093493524360274
2300,8.335538556598433,1.1306453782958985
2400,8.425921812269781,1.1482768017847869
2500,8.499493941918976,1.1633811633691669
2600,8.55754113671267,1.174129334217248
2700,8.600754985016438,1.1826477445611645
2800,8.632250806828246,1.1883934567358183
2900,8.63536612682657,1.1878505190706576
3000,8.579594012965263,1.1754218700911332
100.0,0.58419257518093,0.000187359041563806
200.0,1.177408105604118,-0.0003909702991082113
300.0,1.7756219461224974,-0.0008393142857246737
400.0,2.3768347726978187,-0.0012096670602761985
500.0,2.9810725824011786,-0.002501690641429563
600.0,3.5833110680663958,-0.003845708364229664
700.0,4.183576226764344,-0.006241382247576505
800.0,4.779816740315231,-0.007741382394859245
900.0,5.370085278822786,-0.010397026985862591
1000.0,5.9523565211780936,-0.013260648142989412
1100.0,6.527630129400059,-0.016306248795477568
1200.0,7.092907117431516,-0.01961182015562521
1300.0,7.648187485272691,-0.023177362223312764
1400.0,8.192445573833469,-0.026029210050524887
1500.0,8.725733377255711,-0.030166687675058562
1600.0,9.246999239378654,-0.03361646812999258
1700.0,9.757294816362943,-0.038351878382023814
1800.0,10.25659411113794,-0.04337325641270101
1900.0,10.742897799665155,-0.04873259636333882
2000.0,11.21620588194504,-0.0544298982339253
2100.0,11.67754401706715,-0.061438826972718075
2200.0,12.12688620796072,-0.0687597205607004
2300.0,12.562259127658484,-0.07744423515853271
2400.0,12.984636441108803,-0.08646671167620308
2500.0,13.392018824273649,-0.09587914425535532
2600.0,13.78543193624234,-0.10665519784425276
2700.0,14.162876452977535,-0.11884686658440775
2800.0,14.525300042356148,-0.13042882936715056
2900.0,14.870729377411024,-0.14245274235291114
3000.0,17.6486012763203,-0.2552743415713137
100,0.4122025828695694,0.0014250177841488958
200,0.8043474287793586,0.0041489536014346655
300,1.1754701430217105,0.007137427034421052
400,1.5235369576166768,0.011319839936502568
500,1.8495822529814707,0.015731797599900458
600,2.152571648699224,0.021337694732291808
700,2.432575130478796,0.026138756208892208
800,2.6895227126110903,0.03213375715470533
900,2.9244837683679386,0.037358915299111714
1000,3.1374233048946145,0.04281361820483448
1100,3.328376315045956,0.04749847830915449
1200,3.499306581091898,0.05248286888398995
1300,3.6512484834501153,0.05680239522135079
1400,3.7841670292657774,0.061456444883728874
1500,3.900130979373095,0.06451622845521794
1600,4.0001047284800695,0.06701612635315254
1700,4.086052058856988,0.07002551184912195
1800,4.160041731338399,0.07161559552734544
1900,4.222003760214869,0.07378515251281471
2000,4.276005681445714,0.07467537909894811
2100,4.322012502176447,0.07528566284824946
2200,4.36198800467735,0.07668537703242162
2300,4.398000949782862,0.07694573223556632
2400,4.432015119763255,0.0771361017296136
2500,4.4649949093265455,0.07829086593155726
2600,4.499009079306826,0.07848123542560059
2700,4.5339876439952285,0.07970598533675524
2800,4.572998751788352,0.08007131910382805
2900,4.615972416976754,0.08157601185181078
3000,5.628876910632036,0.1020329601280486
100,0.5072371638496813,-0.0039318710153627145
200,0.9984788576069792,-0.00824444732681693
300,1.4747723863148092,-0.014913368615299766
400,1.9381409778153489,-0.02489076359930553
500,2.3895367608278857,-0.036153404436523935
600,2.8290073235138844,-0.05070072488824584
700,3.2595756105971847,-0.06946105959192449
800,3.6832410558390802,-0.09238682038620837
900,4.102003093001178,-0.11943041910860132
1000,4.516885233045249,-0.15156777855883624
1100,4.931886343494538,-0.18870372241305736
1200,5.3460780897111135,-0.2338611953943192
1300,5.7634117510560765,-0.2849455874174913
1400,6.18498222073436,-0.34593197192433345
1500,6.61276513842656,-0.4157730438718247
1600,7.045808375413741,-0.4964920311027216
1700,7.4871348764195265,-0.5890172682549375
1800,7.93679222960572,-0.6953481890897549
1900,8.393852100334634,-0.8185077383306781
2000,8.859290411406231,-0.9574724050159292
2100,9.33220262226349,-1.1162648507495458
2200,9.81061309322604,-1.2959323805740883
2300,10.295569129336798,-1.4984506341707218
2400,10.783071863072626,-1.7239147878628445
2500,11.272216753876634,-1.976347503254945
2600,11.760956779825511,-2.253796934747778
2700,12.246364172519591,-2.5593336152262185
2800,12.727439215078585,-2.8929813387714987
2900,13.199159529017251,-3.2538593589077496
3000,17.347100989968656,-8.959778359079609
100.0,0.15311649379388198,0.0005825189043090286
200.0,0.29220294184351897,0.0015622989502183625
300.0,0.41830140654138603,0.0019832512453677
400.0,0.5293707498527087,0.00275847793195131
500.0,0.6274521098120246,0.0029748768679923113
600.0,0.7135015753122763,0.003674510445649367
700.0,0.7875621331029485,0.0038583030225939788
800.0,0.8506328588270218,0.003569241349021514
900.0,0.9046689170190568,0.003892374567227311
1000.0,0.9497132944289872,0.003828627035016033
1100.0,0.9867220799494107,0.004420061144645257
1200.0,1.0197345629000405,0.004839548254267426
1300.0,1.0467525919959466,0.005001114863308655
1400.0,1.0707733941645905,0.005033721222405037
1500.0,1.0937951206908259,0.00502334083121693
1600.0,1.1147757091821644,0.0059260625824453655
1700.0,1.1367983600658689,0.005872695441195036
1800.0,1.1588210109495636,0.005819328300171865
1900.0,1.1837979020105724,0.006893997051629644
2000.0,1.2118150067490103,0.007098550410733089
2100.0,1.2438284140572222,0.007475050770297927
2200.0,1.278882035042759,0.006981435737276373
2300.0,1.3198871231329568,0.007744816847366985
2400.0,1.364931500543001,0.007681069315160591
2500.0,1.4159703318074468,0.007875242283066151
2600.0,1.47300361692673,0.008327335751557544
2700.0,1.5350322802583285,0.00899436297034538
2800.0,1.6040544730868502,0.009962297439534536
2900.0,1.6790711197699917,0.011188152409072588
3000.0,2.96330280741649,0.033413643283416734
100.0,0.8397701091466298,0.0017787028272411368
200.0,1.6694603719569543,0.005105532855537595
300.0,2.4851198225611304,0.008801563158233923
400.0,3.2847055008037,0.013775811778091368
500.0,4.065265428486119,0.01889433660205725
600.0,4.823802642595918,0.02402218318790819
700.0,5.559273170648109,0.03011335439276744
800.0,6.27172199745674,0.03616886254558355
900.0,6.957153172338398,0.042008768390205176
1000.0,7.617519685820809,0.04872202922553465
1100.0,8.250868547376362,0.05521968775267472
1200.0,8.857199757005052,0.061501743971738965
1300.0,9.43646832989262,0.06856718555342768
1400.0,9.988764235667256,0.07441803715598401
1500.0,10.515041477185967,0.08009827126450614
1600.0,11.014301066777703,0.0855629030649473
1700.0,11.487541992113284,0.0908569173713441
1800.0,11.936807213348525,0.09507129614060984
1900.0,12.363095718154359,0.09825102418701337
2000.0,12.767406494201484,0.10044108632469978
2100.0,13.151737516831677,0.10173145218152024
2200.0,13.519040764243359,0.1032560638706359
2300.0,13.870405193735659,0.10306193086444504
2400.0,14.208737798692649,0.10328198294646362
2500.0,14.537080526941393,0.10305218688811624
2600.0,14.859429329164856,0.10255248194542033
2700.0,15.176783193034305,0.10182785293266006
2800.0,15.494137056903643,0.1011032239198948
2900.0,15.813488896114633,0.1004685645352026
3000.0,20.119465368461032,0.13120322899104594
100.0,0.6271779873746843,0.0013312222130551325
200.0,1.2363602502988222,0.0030547472441691745
300.0,1.8245475013641792,0.005235958896347821
400.0,2.393717470908424,0.00683150549814103
500.0,2.941892428593773,0.008884738721001317
600.0,3.469072374420228,0.01139565856492869
700.0,3.9762352762562343,0.013342707959470871
800.0,4.461403403763783,0.015769238576085337
900.0,4.92657628188188,0.018631661212536843
1000.0,5.3707323535399745,0.020952008000949318
1100.0,5.795871143677063,0.022686689738632942
1200.0,6.200014921955263,0.024879058097610932
1300.0,6.584163450844012,0.027507318476539616
1400.0,6.949316492812767,0.03054967627452998
1500.0,7.295452253260407,0.03300636902213488
1600.0,7.623614083858737,0.03685512705735694
1700.0,7.932758632936062,0.040118220042077435
1800.0,8.224907220032179,0.04375182124385657
1900.0,8.499060082677865,0.047777725263692165
2000.0,8.756216983342457,0.0521741375006976
2100.0,8.996377922026062,0.0569410579546431
2200.0,9.219521104127676,0.061078724156079074
2300.0,9.426689881318538,0.06656486644313422
2400.0,9.61684090192752,0.07142175447767743
2500.0,9.790973928423972,0.07562759365893568
2600.0,9.949132550009784,0.08118190892581065
2700.0,10.091251382881934,0.08508541286961269
2800.0,10.218395573313007,0.09031559829802616
2900.0,10.33049973749999,0.09387317780247514
3000.0,10.736948165131246,0.11001863153196614
100.0,0.5670764925315367,-0.001118757442293207
200.0,1.115048028703047,-0.0022121676654228146
300.0,1.6428142386889808,-0.004168592221688722
400.0,2.1494867609373,-0.005887661285225
500.0,2.63297085993402,-0.008151732271929835
600.0,3.092272169990049,-0.010854801045103113
700.0,3.527390691105551,-0.013996867604304741
800.0,3.936337691902864,-0.017365923676646966
900.0,4.320213542207654,-0.020073607709841845
1000.0,4.676923506505414,-0.022902277119275283
1100.0,5.0073559463484365,-0.026952301730611028
1200.0,5.310834508458097,-0.02913458034072192
1300.0,5.588035546112816,-0.032538214152485034
1400.0,5.839277071722788,-0.03418010609990118
1500.0,6.065235438566818,-0.037149357385431465
1600.0,6.268217390432239,-0.03867487921659463
1700.0,6.448116923182721,-0.03975103728217655
1800.0,6.607811129747675,-0.041690209680442465
1900.0,6.750495115466767,-0.04282167744412302
2000.0,6.87815761171781,-0.043357448846808144
2100.0,6.9946700771187125,-0.04471590612362919
2200.0,7.1012388856321165,-0.04501432203381084
2300.0,7.203724227253632,-0.04588308708606237
2400.0,7.304220837497537,-0.046539843864974006
2500.0,7.4057118134304405,-0.047302604780347535
2600.0,7.512280621943594,-0.04760102069073113
2700.0,7.626804355967248,-0.048747469694022334
2800.0,7.752372116703903,-0.050065598512105236
2900.0,7.8900842739791335,-0.05066704559245405
3000.0,10.454060213299677,-0.0645372505252424
100.0,0.7651463005469873,0.0010671266270005032
200.0,1.5312503836888736,0.0041548107266913825
300.0,2.298333247882531,0.008263272791113857
400.0,3.0614169940436424,0.012287741029397406
500.0,3.819480844207824,0.017206996492979215
600.0,4.5695464583071415,0.021958264304287947
700.0,5.31159283788506,0.027541323971516887
800.0,6.042641642873987,0.032893400616874534
900.0,6.760693314257543,0.037972497327289016
1000.0,7.466747631543684,0.04279961255929152
1100.0,8.156826475156745,0.04629097297867063
1200.0,8.83288740719993,0.050488134514655066
